station,day,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,precip_in,avg_wind_speed_kts,avg_wind_drct,min_rh,avg_rh,max_rh,snow_in,snowd_in,min_feel,avg_feel,max_feel,max_wind_speed_kts,max_wind_gust_kts,srad_mj,climo_high_f,climo_low_f,climo_precip_in
DSM,2024-09-12,87.0,61.0,59.0,53.0,0.0,7.4731956,107.25319,32.293472,55.194546,83.65401,0.0,0.0,62.0,74.05185,84.25748,14.772596,24.331335,None,78.4,56.9,0.11
DSM,2024-09-13,77.0,65.0,64.0,55.0,0.0,7.212503,92.69602,51.904648,63.430344,78.5439,0.0,0.0,65.0,71.71498,77.0,13.90362,19.117477,None,78.1,56.5,0.1
DSM,2024-09-14,82.0,69.0,67.0,64.0,0.0,5.12696,123.936264,60.365044,75.430305,90.167534,0.0,0.0,69.0,74.61292,83.42782,11.296691,13.90362,None,77.7,56.1,0.11
DSM,2024-09-15,89.0,68.0,67.0,63.0,0.0,5.561448,138.24533,44.8031,67.51788,90.167534,0.0,0.0,69.0,78.7957,88.80702,12.165668,19.117477,None,77.4,55.7,0.1
DSM,2024-09-16,87.0,67.0,65.0,61.0,0.0,7.0387077,148.59734,43.10064,64.80652,84.03221,0.0,0.0,68.0,77.19079,86.88242,13.034643,16.51055,None,77.1,55.3,0.1
DSM,2024-09-17,89.0,67.0,65.0,60.0,0.0,8.77666,153.04933,39.03047,62.35357,84.03221,0.0,0.0,67.0,77.58772,88.42598,17.379524,23.462358,None,76.7,55.0,0.11
DSM,2024-09-18,89.0,67.0,66.0,58.0,0.0,9.211148,149.57349,43.40243,59.953754,72.81946,0.0,0.0,67.0,77.689804,88.86393,18.2485,23.462358,None,76.4,54.6,0.11
DSM,2024-09-19,91.0,70.0,71.0,61.0,0.0001,8.342172,169.07187,43.702557,65.337204,84.51706,0.0,0.0,70.0,79.390686,92.59112,19.986454,26.938263,None,76.0,54.1,0.11
DSM,2024-09-20,91.0,62.0,70.0,49.0,0.0,3.5628026,127.98598,25.316038,58.553078,96.58053,0.0,0.0,63.0,77.2847,89.59441,10.427715,15.641572,None,75.6,53.7,0.1
DSM,2024-09-21,88.0,67.0,71.0,53.0,0.29,9.384943,183.59576,51.179543,60.589386,87.18548,0.0,0.0,69.0,78.72103,91.19798,19.117477,26.938263,None,75.3,53.3,0.11
DSM,2024-09-22,67.0,56.0,63.0,43.0,0.31,7.125605,347.68173,48.27573,71.66164,93.0668,0.0,0.0,57.0,61.294075,67.0,14.772596,22.593382,None,74.9,52.9,0.11
DSM,2024-09-23,73.0,52.0,59.0,44.0,0.0,4.5186763,78.12205,45.96179,63.481407,83.7815,0.0,0.0,52.0,63.034042,73.0,12.165668,15.641572,None,74.5,52.5,0.1
DSM,2024-09-24,75.0,56.0,60.0,48.0,0.0001,2.3462358,224.52042,42.510735,73.57371,93.12406,0.0,0.0,60.0,64.85575,75.0,8.689762,11.296691,None,74.0,52.1,0.1
DSM,2024-09-25,80.0,52.0,55.0,48.0,0.0,2.2593381,324.38455,34.940304,65.47703,92.92053,0.0,0.0,53.0,65.65784,79.0,8.689762,13.034643,None,73.6,51.7,0.09
DSM,2024-09-26,82.0,53.0,56.0,50.0,0.0,1.9986453,110.17097,36.267414,62.007698,92.92053,0.0,0.0,54.0,67.89027,79.754845,10.427715,13.034643,None,73.2,51.3,0.09
DSM,2024-09-27,82.0,54.0,54.0,49.0,0.0,4.9531646,19.320795,32.88028,59.694458,89.63511,0.0,0.0,55.0,68.57353,80.72889,14.772596,19.986454,None,72.8,50.8,0.1
DSM,2024-09-28,88.0,61.0,58.0,53.0,0.0,7.212503,7.5719824,31.279852,52.879513,77.721375,0.0,0.0,61.0,73.93233,86.20029,15.641572,23.462358,None,72.3,50.4,0.09
DSM,2024-09-29,86.0,57.0,57.0,47.0,0.0,4.605574,57.579865,26.674143,56.76184,86.56035,0.0,0.0,58.0,70.991615,82.96689,13.90362,17.379524,None,71.9,50.0,0.09
DSM,2024-09-30,85.0,60.0,62.0,38.0,0.0,8.4290695,197.55789,30.12045,54.980453,80.533455,0.0,0.0,60.0,72.14307,84.3234,19.117477,29.545193,None,71.4,49.6,0.1
